Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
2014,Dartmouth College,Science,"Psychology, general",Total for selected values,38
2014,Dartmouth College,Science,"Psychology, general",Female,17
2014,Dartmouth College,Science,"Psychology, general",Male,21
2014,Dartmouth College,Engineering,Total for selected values,Total for selected values,190
2014,Dartmouth College,Engineering,Engineering not elsewhere classified,Total for selected values,190
2014,Dartmouth College,Engineering,Engineering not elsewhere classified,Female,55
2014,Dartmouth College,Engineering,Engineering not elsewhere classified,Male,135
2014,Duke University,Total for selected values,Total for selected values,Total for selected values,"2,568"
2014,Duke University,Science,Total for selected values,Total for selected values,"1,989"
2014,Duke University,Science,Agricultural sciences,Total for selected values,112
2014,Duke University,Science,Agricultural sciences,Female,65
2014,Duke University,Science,Agricultural sciences,Male,47
2014,Duke University,Science,Anthropology,Total for selected values,50
2014,Duke University,Science,Anthropology,Female,25
2014,Duke University,Science,Anthropology,Male,25
2014,Duke University,Science,Biochemistry,Total for selected values,65
2014,Duke University,Science,Biochemistry,Female,26
2014,Duke University,Science,Biochemistry,Male,39
2014,Duke University,Science,Biology,Total for selected values,68
2014,Duke University,Science,Biology,Female,39
2014,Duke University,Science,Biology,Male,29
2014,Duke University,Science,Biometry and epidemiology,Total for selected values,41
2014,Duke University,Science,Biometry and epidemiology,Female,12
2014,Duke University,Science,Biometry and epidemiology,Male,29
2014,Duke University,Science,Biosciences not elsewhere classified,Total for selected values,10
2014,Duke University,Science,Biosciences not elsewhere classified,Female,7
2014,Duke University,Science,Biosciences not elsewhere classified,Male,3
2014,Duke University,Science,Cell and molecular biology,Total for selected values,52
2014,Duke University,Science,Cell and molecular biology,Female,28
2014,Duke University,Science,Cell and molecular biology,Male,24
2014,Duke University,Science,Chemistry,Total for selected values,112
2014,Duke University,Science,Chemistry,Female,55
2014,Duke University,Science,Chemistry,Male,57
2014,Duke University,Science,Computer sciences,Total for selected values,82
2014,Duke University,Science,Computer sciences,Female,12
2014,Duke University,Science,Computer sciences,Male,70
2014,Duke University,Science,Economics (except agricultural),Total for selected values,266
2014,Duke University,Science,Economics (except agricultural),Female,109
2014,Duke University,Science,Economics (except agricultural),Male,157
2014,Duke University,Science,Genetics,Total for selected values,151
2014,Duke University,Science,Genetics,Female,84
2014,Duke University,Science,Genetics,Male,67
2014,Duke University,Science,Geosciences,Total for selected values,26
2014,Duke University,Science,Geosciences,Female,14
2014,Duke University,Science,Geosciences,Male,12
2014,Duke University,Science,Mathematics and applied mathematics,Total for selected values,51
2014,Duke University,Science,Mathematics and applied mathematics,Female,16
2014,Duke University,Science,Mathematics and applied mathematics,Male,35
2014,Duke University,Science,"Microbiology, immunology, and virology",Total for selected values,38
2014,Duke University,Science,"Microbiology, immunology, and virology",Female,18
2014,Duke University,Science,"Microbiology, immunology, and virology",Male,20
2014,Duke University,Science,Neurobiology and neuroscience,Total for selected values,54
2014,Duke University,Science,Neurobiology and neuroscience,Female,18
2014,Duke University,Science,Neurobiology and neuroscience,Male,36
2014,Duke University,Science,Ocean sciences,Total for selected values,39
2014,Duke University,Science,Ocean sciences,Female,28
2014,Duke University,Science,Ocean sciences,Male,11
2014,Duke University,Science,Pathology,Total for selected values,38
2014,Duke University,Science,Pathology,Female,12
2014,Duke University,Science,Pathology,Male,26
2014,Duke University,Science,Pharmacology and toxicology,Total for selected values,110
2014,Duke University,Science,Pharmacology and toxicology,Female,58
2014,Duke University,Science,Pharmacology and toxicology,Male,52
2014,Duke University,Science,Physics,Total for selected values,77
2014,Duke University,Science,Physics,Female,15
2014,Duke University,Science,Physics,Male,62
2014,Duke University,Science,Political science and government,Total for selected values,336
2014,Duke University,Science,Political science and government,Female,170
2014,Duke University,Science,Political science and government,Male,166
2014,Duke University,Science,Psychology not elsewhere classified,Total for selected values,101
2014,Duke University,Science,Psychology not elsewhere classified,Female,72
2014,Duke University,Science,Psychology not elsewhere classified,Male,29
2014,Duke University,Science,Sociology,Total for selected values,51
2014,Duke University,Science,Sociology,Female,21
2014,Duke University,Science,Sociology,Male,30
2014,Duke University,Science,Statistics,Total for selected values,59
2014,Duke University,Science,Statistics,Female,19
2014,Duke University,Science,Statistics,Male,40
2014,Duke University,Engineering,Total for selected values,Total for selected values,579
2014,Duke University,Engineering,Biomedical engineering,Total for selected values,219
2014,Duke University,Engineering,Biomedical engineering,Female,91
2014,Duke University,Engineering,Biomedical engineering,Male,128
2014,Duke University,Engineering,Civil engineering,Total for selected values,53
2014,Duke University,Engineering,Civil engineering,Female,27
2014,Duke University,Engineering,Civil engineering,Male,26
2014,Duke University,Engineering,Electrical engineering,Total for selected values,223
2014,Duke University,Engineering,Electrical engineering,Female,50
2014,Duke University,Engineering,Electrical engineering,Male,173
2014,Duke University,Engineering,Mechanical engineering,Total for selected values,84
2014,Duke University,Engineering,Mechanical engineering,Female,21
2014,Duke University,Engineering,Mechanical engineering,Male,63
2014,Harvard University,Total for selected values,Total for selected values,Total for selected values,"4,378"
2014,Harvard University,Science,Total for selected values,Total for selected values,"4,192"
2014,Harvard University,Science,Anthropology,Total for selected values,69
2014,Harvard University,Science,Anthropology,Female,39
2014,Harvard University,Science,Anthropology,Male,30
2014,Harvard University,Science,Astronomy and astrophysics,Total for selected values,58
2014,Harvard University,Science,Astronomy and astrophysics,Female,25
2014,Harvard University,Science,Astronomy and astrophysics,Male,33
2014,Harvard University,Science,Biochemistry,Total for selected values,6
2014,Harvard University,Science,Biochemistry,Female,3
2014,Harvard University,Science,Biochemistry,Male,3
2014,Harvard University,Science,Biology,Total for selected values,99
2014,Harvard University,Science,Biology,Female,51
2014,Harvard University,Science,Biology,Male,48
2014,Harvard University,Science,Biometry and epidemiology,Total for selected values,289
2014,Harvard University,Science,Biometry and epidemiology,Female,159
2014,Harvard University,Science,Biometry and epidemiology,Male,130
