Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2008","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","33",
"2008","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","9",
"2008","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","2",
"2008","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","346",
"2008","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","81",
"2008","Columbia Univ in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","3",
"2008","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","13",
"2008","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","6",
"2008","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, Asian","14",
"2008","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, black or African American","2",
"2008","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","43",
"2008","Columbia Univ in the City of New York","Computer sciences","Total for selected values","437",
"2008","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","51",
"2008","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","281",
"2008","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","14",
"2008","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","23",
"2008","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"2008","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","66",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","179",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Ethnicity and race unknown or not stated","1",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","59",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","11",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","3",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","2",
"2008","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","102",
"2008","Columbia Univ in the City of New York","Engineering","Total for selected values","1,087",
"2008","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","126",
"2008","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","677",
"2008","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","15",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","81",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","5",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, more than one race","1",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Native Hawaiian or Other Pacific Islander","3",
"2008","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","178",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","383",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","15",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","270",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","34",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","5",
"2008","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","56",
"2008","Columbia Univ in the City of New York","Other health","Total for selected values","554",
"2008","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","60",
"2008","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","10",
"2008","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","28",
"2008","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","71",
"2008","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","25",
"2008","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","5",
"2008","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","355",
"2008","Columbia Univ in the City of New York","Physical sciences","Total for selected values","246",
"2008","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","119",
"2008","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","7",
"2008","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","10",
"2008","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"2008","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","109",
